Business id,Stars,Service,Cleanliness,Authenticity,Value for money
u9va4ksYFYJe6FkXkHOo7Q,5,92,88,91,77
1SLJKRYPRifERga33AjK7Q,5,81,93,93,94
vI5AXBTPqTjmCsJHkMU7jg,5,93,91,85,79
T_s4IcIJf5ZHyy8zC28UGw,1,38,31,45,35
GzNbN1Y2OWVk_QJ1zLZbtg,5,91,90,85,93
KMJs7cJjbTVtyv9LCBPjxA,2,19,32,32,65
PkOizWt7NQ4Cy7ggVRFWGw,4,91,86,88,93
wNry60kAR9YmowoBwqncbQ,1,15,22,32,43
eXQW4RvqM79-u3TOKlJe3Q,5,88,89,83,80
wha9cBvuyfLZRyCSJER1EQ,5,84,87,81,81
pvrWPRP9AENdjXcuPwMDwQ,5,82,93,88,92
mUAaF_2LyecIoTzbOPsewg,5,88,95,81,93
im5wDqyQOWVL_OEAB1vOXQ,5,94,91,91,82
L4w_1GqHW-JbtJBKr0y-mA,1,50,31,27,42
om7lh8keQs3hhQoNFEjuUw,5,90,92,89,91
QT4Ub4DlaDX52vdnKutD0A,5,92,86,90,79
3Ll-F55gm-tDXy3I37beJA,1,17,30,35,43
_BJdRw73rGb35ofd3ElTUA,5,83,89,87,84
_zk9LLHk3QUEfaiLL_VfGQ,3,79,71,59,42
M9fOuiesoUSaouOqNQ3U2w,3,78,55,69,29
1Z4_zSITNVQ_Bt027R0S1g,4,86,95,88,77
NqlkeYitexkmyiS6LnWkCA,5,92,87,87,86
QDJ0UYHK5lDWiniL-ALM-Q,5,83,95,90,94
v_tMfa0awn16PMCw7CFnkg,5,80,95,81,83
RiPmWd8i5SsihiAb0S6jdw,4,87,90,81,86
JlfjUgit5RjPxMR86Fd82g,5,84,95,85,91
N59Rkr_cUXJPYSjGOv4vBA,4,92,93,86,81
HW87OtI41rtPajSZ8qyHJw,4,91,87,91,87
dO2V9ut5x8Zx_XhYrNp4Ig,3,17,80,57,77
m_-rq1_VDUJl2R5T5S6ZCA,5,76,85,95,87
ekdlaQSb1pngTU0GpU5zhA,5,87,90,81,78
doW7nAJX6PeH0Ig_mhJsGg,5,84,88,91,84
s1500k_u6yScouzQ-RUb6A,4,83,90,93,84
